stale_test_id,website_id,stale_version,required_version,scenario,expected_behavior,added_cover_gap,split,stale_relation
ST0168,W168,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-168-0168.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0169,W169,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-169-0169.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0170,W170,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-170-0170.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0171,W171,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-171-0171.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0172,W172,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-172-0172.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0173,W173,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-173-0173.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0174,W174,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-174-0174.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0175,W175,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-175-0175.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0176,W176,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-176-0176.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0177,W177,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-177-0177.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0178,W178,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-178-0178.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0179,W179,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-179-0179.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
