question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type,version_a,version_b,snapshot_version,stale_case_id,conflict_id,gold_answer,gold_available,gold_derivation,supporting_chunk_ids,citation_required_document_ids,retrieval_needed
Q00043,W002,train,V07,multi_document,"For SOF-01-037, combine the services and support guidance to explain how rollback is handled. Benchmark case TRAIN-SOF-01-037-16.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V07): services page says Reference SOF-01-037-07-09-25405 governs the available services for Atlas Software South. The API key workflow supports upgrade and records endpoint information under the South operating profile. Version 7 specifies a threshold of 58 units and a listed service value of 182 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 85 minutes. For upgrade, the requester follows the site-specific verification route associated with reference SOF-01-037-07-09-25405. support page says Reference SOF-01-037-07-04-23840 governs the support procedure for Atlas Software South. The deployment workflow supports authentication and records API key information under the South operating profile. Version 7 specifies a threshold of 73 units and a listed service value of 301 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 149 minutes. For export, the requester follows the site-specific verification route associated with reference SOF-01-037-07-04-23840.",yes,multi_document_services_support,"[""W002_V07_P09_C1"", ""W002_V07_P09_C2"", ""W002_V07_P04_C1"", ""W002_V07_P04_C2""]","[""W002_V07_P09"", ""W002_V07_P04""]",yes
Q00044,W002,train,V08,retrieval_control,Control SOF-01-037-17: what is 965 + 115? Benchmark case TRAIN-SOF-01-037-17.,Answer 1080 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,965 + 115 = 1080.,yes,retrieval_control_arithmetic,[],[],no
Q00045,W002,train,V09,freshness,"For Atlas Software South (SOF-01-037), what is the current published value associated with deployment in version V09? Benchmark case TRAIN-SOF-01-037-18.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V09 for the overview page: threshold 46 units, listed service value 117 units (reference SOF-01-037-09-01-24919, South profile).",yes,freshness_overview_doc,"[""W002_V09_P01_C1"", ""W002_V09_P01_C2""]","[""W002_V09_P01""]",yes
Q00046,W002,train,V10,historical,"In website SOF-01-037, what did the pricing guidance say in V10, and how is that different from the current release? Benchmark case TRAIN-SOF-01-037-19.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V10,,,,,"In V10 the pricing guidance was: Reference SOF-01-037-10-02-26241 governs the pricing and commercial terms for Atlas Software South. The integration workflow supports export and records integration information under the South operating profile. Version 10 specifies a threshold of 25 units and a listed service value of 176 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 197 minutes. For export, the requester follows the site-specific verification route associated with reference SOF-01-037-10-02-26241. Difference from the current release (V10): no difference from the current release.",yes,historical_pricing_doc_and_diff,"[""W002_V10_P02_C1"", ""W002_V10_P02_C2""]","[""W002_V10_P02"", ""W002_V10_P02""]",yes
Q00047,W002,train,V01,comparison,"Between V01 and V01, what changed for the deployment workflow on SOF-01-037? Benchmark case TRAIN-SOF-01-037-20.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V01,V01,,,,No change between V01 and V01: identical version pair.,yes,comparison_same_version,"[""W002_V01_P03_C1"", ""W002_V01_P03_C2"", ""W002_V01_P03_C1"", ""W002_V01_P03_C2""]","[""W002_V01_P03"", ""W002_V01_P03""]",yes
Q00048,W002,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting rollback on SOF-01-037? Benchmark case TRAIN-SOF-01-037-21.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V01,V02,,,,The V02 support update is classified as major_semantic.,yes,change_detection_changes_lookup,"[""W002_V02_P04_C1"", ""W002_V02_P04_C2""]","[""W002_V02_P04""]",yes
Q00049,W002,train,V03,policy,What is the current operating rule for rollback in the South profile of Atlas Software South? Benchmark case TRAIN-SOF-01-037-22.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V03) recorded on the FAQ page is: Reference SOF-01-037-03-05-20117 governs the frequently asked questions for Atlas Software South. The endpoint workflow supports export and records release information under the South operating profile. Version 3 specifies a threshold of 63 units and a listed service value of 367 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 46 minutes. For rollback, the requester follows the site-specific verification route associated with reference SOF-01-037-03-05-20117.",yes,policy_faq_doc,"[""W002_V03_P05_C1"", ""W002_V03_P05_C2""]","[""W002_V03_P05""]",yes
Q00050,W002,train,V04,requirement,What information is required before rollback for reference SOF-01-037 in V04? Benchmark case TRAIN-SOF-01-037-23.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V04) is defined on the requirements page: Reference SOF-01-037-04-06-21439 governs the eligibility and requirements for Atlas Software South. The API key workflow supports rollback and records endpoint information under the South operating profile. Version 4 specifies a threshold of 42 units and a listed service value of 426 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 101 minutes. For upgrade, the requester follows the site-specific verification route associated with reference SOF-01-037-04-06-21439.",yes,requirement_doc,"[""W002_V04_P06_C1"", ""W002_V04_P06_C2""]","[""W002_V04_P06""]",yes
Q00051,W002,train,V05,stale,"If the index still contains V03 for SOF-01-037, can it safely answer a current question about deployment? Benchmark case TRAIN-SOF-01-037-24.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V03,V05,V03,ST0002,,"Stale: the index contains V03 while the current release is V05; selective refresh of the schedule page chunks [W002_V03_P07_C1, W002_V03_P07_C2, W002_V05_P07_C1, W002_V05_P07_C2] from V03 to V05 is required before answering.",yes,stale_case_linked,"[""W002_V03_P07_C1"", ""W002_V03_P07_C2"", ""W002_V05_P07_C1"", ""W002_V05_P07_C2""]","[""W002_V03_P07"", ""W002_V05_P07""]",yes
Q00052,W002,train,V06,conflict,"If an older security snapshot disagrees with the latest SOF-01-037 release about rollback, which source should govern the answer? Benchmark case TRAIN-SOF-01-037-25.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V04,V06,V04,,CF0002,The latest authoritative security release (V06) governs; the older snapshot (V04) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W002_V06_P08_C1"", ""W002_V06_P08_C2""]","[""W002_V04_P08"", ""W002_V06_P08""]",yes
Q00053,W003,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting modification on TRA-01-074? Benchmark case TRAIN-TRA-01-074-00.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,,V01,,,,No predecessor version exists; V01 is the initial release and has no lifecycle change to classify.,yes,change_detection_initial_release,"[""W003_V01_P04_C1"", ""W003_V01_P04_C2""]","[""W003_V01_P04""]",yes
Q00054,W003,train,V02,policy,What is the current operating rule for modification in the East profile of Atlas Travel East? Benchmark case TRAIN-TRA-01-074-01.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V02) recorded on the FAQ page is: Reference TRA-01-074-02-05-27027 governs the frequently asked questions for Atlas Travel East. The transfer workflow supports cancellation and records transfer information under the East operating profile. Version 2 specifies a threshold of 21 units and a listed service value of 120 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 78 minutes. For transfer, the requester follows the site-specific verification route associated with reference TRA-01-074-02-05-27027.",yes,policy_faq_doc,"[""W003_V02_P05_C1"", ""W003_V02_P05_C2""]","[""W003_V02_P05""]",yes
Q00055,W003,train,V03,requirement,What information is required before modification for reference TRA-01-074 in V03? Benchmark case TRAIN-TRA-01-074-02.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V03) is defined on the requirements page: Reference TRA-01-074-03-06-28349 governs the eligibility and requirements for Atlas Travel East. The route workflow supports transfer and records transfer information under the East operating profile. Version 3 specifies a threshold of 79 units and a listed service value of 179 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 133 minutes. For booking, the requester follows the site-specific verification route associated with reference TRA-01-074-03-06-28349.",yes,requirement_doc,"[""W003_V03_P06_C1"", ""W003_V03_P06_C2""]","[""W003_V03_P06""]",yes
Q00056,W003,train,V04,stale,"If the index still contains V02 for TRA-01-074, can it safely answer a current question about reservation? Benchmark case TRAIN-TRA-01-074-03.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V02,V04,V02,ST0603,,"Stale: the index contains V02 while the current release is V04; selective refresh of the schedule page chunks [W003_V02_P07_C1, W003_V02_P07_C2, W003_V04_P07_C1, W003_V04_P07_C2] from V02 to V04 is required before answering.",yes,stale_case_linked,"[""W003_V02_P07_C1"", ""W003_V02_P07_C2"", ""W003_V04_P07_C1"", ""W003_V04_P07_C2""]","[""W003_V02_P07"", ""W003_V04_P07""]",yes
Q00057,W003,train,V05,conflict,"If an older security snapshot disagrees with the latest TRA-01-074 release about modification, which source should govern the answer? Benchmark case TRAIN-TRA-01-074-04.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V03,V05,V03,,CF0003,The latest authoritative security release (V05) governs; the older snapshot (V03) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W003_V05_P08_C1"", ""W003_V05_P08_C2""]","[""W003_V03_P08"", ""W003_V05_P08""]",yes
Q00058,W003,train,V06,multi_document,"For TRA-01-074, combine the services and support guidance to explain how modification is handled. Benchmark case TRAIN-TRA-01-074-05.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V06): services page says Reference TRA-01-074-06-09-32315 governs the available services for Atlas Travel East. The route workflow supports cancellation and records transfer information under the East operating profile. Version 6 specifies a threshold of 16 units and a listed service value of 356 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 117 minutes. For booking, the requester follows the site-specific verification route associated with reference TRA-01-074-06-09-32315. support page says Reference TRA-01-074-06-04-30750 governs the support procedure for Atlas Travel East. The reservation workflow supports check-in and records route information under the East operating profile. Version 6 specifies a threshold of 31 units and a listed service value of 54 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 181 minutes. For booking, the requester follows the site-specific verification route associated with reference TRA-01-074-06-04-30750.",yes,multi_document_services_support,"[""W003_V06_P09_C1"", ""W003_V06_P09_C2"", ""W003_V06_P04_C1"", ""W003_V06_P04_C2""]","[""W003_V06_P09"", ""W003_V06_P04""]",yes
Q00059,W003,train,V07,retrieval_control,Control TRA-01-074-06: what is 441 + 191? Benchmark case TRAIN-TRA-01-074-06.,Answer 632 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,441 + 191 = 632.,yes,retrieval_control_arithmetic,[],[],no
Q00060,W003,train,V08,freshness,"For Atlas Travel East (TRA-01-074), what is the current published value associated with reservation in version V08? Benchmark case TRAIN-TRA-01-074-07.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V08 for the overview page: threshold 83 units, listed service value 291 units (reference TRA-01-074-08-01-31829, East profile).",yes,freshness_overview_doc,"[""W003_V08_P01_C1"", ""W003_V08_P01_C2""]","[""W003_V08_P01""]",yes
