document_id,website_id,version,page_id,page_type,title,url_path,content
W001_V07_P07,W001,V07,P07,schedule,Timing And Scheduling,/schedule/EDU-01-000/v7/,"Reference EDU-01-000-07-07-16860 governs the timing and scheduling for Atlas Education North. The course workflow supports submission and records assessment information under the North operating profile. Version 7 specifies a threshold of 45 units and a listed service value of 57 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 47 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference EDU-01-000-07-07-16860."
W001_V07_P08,W001,V07,P08,security,Security And Access,/security/EDU-01-000/v7/,"Reference EDU-01-000-07-08-17173 governs the security and access for Atlas Education North. The module workflow supports submission and records module information under the North operating profile. Version 7 specifies a threshold of 42 units and a listed service value of 370 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 179 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference EDU-01-000-07-08-17173."
W001_V07_P09,W001,V07,P09,services,Available Services,/services/EDU-01-000/v7/,"Reference EDU-01-000-07-09-17486 governs the available services for Atlas Education North. The assessment workflow supports submission and records certificate information under the North operating profile. Version 7 specifies a threshold of 39 units and a listed service value of 262 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 130 minutes. For enrolment, the requester follows the site-specific verification route associated with reference EDU-01-000-07-09-17486."
W001_V07_P10,W001,V07,P10,contact,Contact Information,/contact/EDU-01-000/v7/,"Reference EDU-01-000-07-10-17799 governs the contact information for Atlas Education North. The scholarship workflow supports attendance and records lab information under the North operating profile. Version 7 specifies a threshold of 36 units and a listed service value of 154 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 81 minutes. For verification, the requester follows the site-specific verification route associated with reference EDU-01-000-07-10-17799."
W001_V08_P01,W001,V08,P01,overview,Service Overview,/overview/EDU-01-000/v8/,"Reference EDU-01-000-08-01-15991 governs the service overview for Atlas Education North. The module workflow supports verification and records module information under the North operating profile. Version 8 specifies a threshold of 45 units and a listed service value of 451 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 83 minutes. For enrolment, the requester follows the site-specific verification route associated with reference EDU-01-000-08-01-15991."
W001_V08_P02,W001,V08,P02,pricing,Pricing And Commercial Terms,/pricing/EDU-01-000/v8/,"Reference EDU-01-000-08-02-16304 governs the pricing and commercial terms for Atlas Education North. The assessment workflow supports verification and records course information under the North operating profile. Version 8 specifies a threshold of 42 units and a listed service value of 343 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 34 minutes. For verification, the requester follows the site-specific verification route associated with reference EDU-01-000-08-02-16304."
W001_V08_P03,W001,V08,P03,policy,Operating Policy,/policy/EDU-01-000/v8/,"Reference EDU-01-000-08-03-16617 governs the operating policy for Atlas Education North. The scholarship workflow supports submission and records lab information under the North operating profile. Version 8 specifies a threshold of 39 units and a listed service value of 235 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 166 minutes. For submission, the requester follows the site-specific verification route associated with reference EDU-01-000-08-03-16617."
W001_V08_P04,W001,V08,P04,support,Support Procedure,/support/EDU-01-000/v8/,"Reference EDU-01-000-08-04-16930 governs the support procedure for Atlas Education North. The lab workflow supports submission and records scholarship information under the North operating profile. Version 8 specifies a threshold of 36 units and a listed service value of 127 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 117 minutes. For attendance, the requester follows the site-specific verification route associated with reference EDU-01-000-08-04-16930."
W001_V08_P05,W001,V08,P05,faq,Frequently Asked Questions,/faq/EDU-01-000/v8/,"Reference EDU-01-000-08-05-17243 governs the frequently asked questions for Atlas Education North. The certificate workflow supports submission and records module information under the North operating profile. Version 8 specifies a threshold of 33 units and a listed service value of 440 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 68 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference EDU-01-000-08-05-17243."
W001_V08_P06,W001,V08,P06,requirements,Eligibility And Requirements,/requirements/EDU-01-000/v8/,"Reference EDU-01-000-08-06-17556 governs the eligibility and requirements for Atlas Education North. The course workflow supports submission and records course information under the North operating profile. Version 8 specifies a threshold of 30 units and a listed service value of 332 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 200 minutes. For enrolment, the requester follows the site-specific verification route associated with reference EDU-01-000-08-06-17556."
