question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type
Q00135,W006,train,V05,freshness,"For Atlas Finance Coastal (FIN-01-185), what is the current published value associated with account in version V05? Benchmark case TRAIN-FIN-01-185-04.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00136,W006,train,V06,historical,"In website FIN-01-185, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-FIN-01-185-05.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00137,W006,train,V07,comparison,"Between V06 and V07, what changed for the account workflow on FIN-01-185? Benchmark case TRAIN-FIN-01-185-06.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00138,W006,train,V08,change_detection,Which lifecycle change type should be assigned to the V08 update affecting transfer on FIN-01-185? Benchmark case TRAIN-FIN-01-185-07.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00139,W006,train,V09,policy,What is the current operating rule for transfer in the Coastal profile of Atlas Finance Coastal? Benchmark case TRAIN-FIN-01-185-08.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00140,W006,train,V10,requirement,What information is required before transfer for reference FIN-01-185 in V10? Benchmark case TRAIN-FIN-01-185-09.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q00141,W006,train,V01,stale,"If the index still contains V01 for FIN-01-185, can it safely answer a current question about account? Benchmark case TRAIN-FIN-01-185-10.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q00142,W006,train,V02,conflict,"If an older security snapshot disagrees with the latest FIN-01-185 release about transfer, which source should govern the answer? Benchmark case TRAIN-FIN-01-185-11.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q00143,W006,train,V03,multi_document,"For FIN-01-185, combine the services and support guidance to explain how transfer is handled. Benchmark case TRAIN-FIN-01-185-12.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q00144,W006,train,V04,retrieval_control,Control FIN-01-185-13: what is 749 + 299? Benchmark case TRAIN-FIN-01-185-13.,Answer 1048 without corpus retrieval.,retrieval_not_needed,no,contact
Q00145,W006,train,V05,freshness,"For Atlas Finance Coastal (FIN-01-185), what is the current published value associated with account in version V05? Benchmark case TRAIN-FIN-01-185-14.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00146,W006,train,V06,historical,"In website FIN-01-185, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-FIN-01-185-15.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00147,W006,train,V07,comparison,"Between V06 and V07, what changed for the account workflow on FIN-01-185? Benchmark case TRAIN-FIN-01-185-16.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00148,W006,train,V08,change_detection,Which lifecycle change type should be assigned to the V08 update affecting transfer on FIN-01-185? Benchmark case TRAIN-FIN-01-185-17.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00149,W006,train,V09,policy,What is the current operating rule for transfer in the Coastal profile of Atlas Finance Coastal? Benchmark case TRAIN-FIN-01-185-18.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00150,W006,train,V10,requirement,What information is required before transfer for reference FIN-01-185 in V10? Benchmark case TRAIN-FIN-01-185-19.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q00151,W006,train,V01,stale,"If the index still contains V01 for FIN-01-185, can it safely answer a current question about account? Benchmark case TRAIN-FIN-01-185-20.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q00152,W006,train,V02,conflict,"If an older security snapshot disagrees with the latest FIN-01-185 release about transfer, which source should govern the answer? Benchmark case TRAIN-FIN-01-185-21.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q00153,W006,train,V03,multi_document,"For FIN-01-185, combine the services and support guidance to explain how transfer is handled. Benchmark case TRAIN-FIN-01-185-22.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q00154,W006,train,V04,retrieval_control,Control FIN-01-185-23: what is 319 + 269? Benchmark case TRAIN-FIN-01-185-23.,Answer 588 without corpus retrieval.,retrieval_not_needed,no,contact
Q00155,W006,train,V05,freshness,"For Atlas Finance Coastal (FIN-01-185), what is the current published value associated with account in version V05? Benchmark case TRAIN-FIN-01-185-24.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00156,W006,train,V06,historical,"In website FIN-01-185, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-FIN-01-185-25.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00157,W007,train,V01,conflict,"If an older security snapshot disagrees with the latest INS-01-222 release about renewal, which source should govern the answer? Benchmark case TRAIN-INS-01-222-00.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q00158,W007,train,V02,multi_document,"For INS-01-222, combine the services and support guidance to explain how renewal is handled. Benchmark case TRAIN-INS-01-222-01.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q00159,W007,train,V03,retrieval_control,Control INS-01-222-02: what is 225 + 375? Benchmark case TRAIN-INS-01-222-02.,Answer 600 without corpus retrieval.,retrieval_not_needed,no,contact
Q00160,W007,train,V04,freshness,"For Atlas Insurance Metro (INS-01-222), what is the current published value associated with coverage in version V04? Benchmark case TRAIN-INS-01-222-03.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00161,W007,train,V05,historical,"In website INS-01-222, what did the pricing guidance say in V05, and how is that different from the current release? Benchmark case TRAIN-INS-01-222-04.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00162,W007,train,V06,comparison,"Between V05 and V06, what changed for the coverage workflow on INS-01-222? Benchmark case TRAIN-INS-01-222-05.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00163,W007,train,V07,change_detection,Which lifecycle change type should be assigned to the V07 update affecting renewal on INS-01-222? Benchmark case TRAIN-INS-01-222-06.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00164,W007,train,V08,policy,What is the current operating rule for renewal in the Metro profile of Atlas Insurance Metro? Benchmark case TRAIN-INS-01-222-07.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00165,W007,train,V09,requirement,What information is required before renewal for reference INS-01-222 in V09? Benchmark case TRAIN-INS-01-222-08.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q00166,W007,train,V10,stale,"If the index still contains V08 for INS-01-222, can it safely answer a current question about coverage? Benchmark case TRAIN-INS-01-222-09.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q00167,W007,train,V01,conflict,"If an older security snapshot disagrees with the latest INS-01-222 release about renewal, which source should govern the answer? Benchmark case TRAIN-INS-01-222-10.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q00168,W007,train,V02,multi_document,"For INS-01-222, combine the services and support guidance to explain how renewal is handled. Benchmark case TRAIN-INS-01-222-11.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q00169,W007,train,V03,retrieval_control,Control INS-01-222-12: what is 695 + 345? Benchmark case TRAIN-INS-01-222-12.,Answer 1040 without corpus retrieval.,retrieval_not_needed,no,contact
Q00170,W007,train,V04,freshness,"For Atlas Insurance Metro (INS-01-222), what is the current published value associated with coverage in version V04? Benchmark case TRAIN-INS-01-222-13.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q00171,W007,train,V05,historical,"In website INS-01-222, what did the pricing guidance say in V05, and how is that different from the current release? Benchmark case TRAIN-INS-01-222-14.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q00172,W007,train,V06,comparison,"Between V05 and V06, what changed for the coverage workflow on INS-01-222? Benchmark case TRAIN-INS-01-222-15.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q00173,W007,train,V07,change_detection,Which lifecycle change type should be assigned to the V07 update affecting renewal on INS-01-222? Benchmark case TRAIN-INS-01-222-16.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q00174,W007,train,V08,policy,What is the current operating rule for renewal in the Metro profile of Atlas Insurance Metro? Benchmark case TRAIN-INS-01-222-17.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q00175,W007,train,V09,requirement,What information is required before renewal for reference INS-01-222 in V09? Benchmark case TRAIN-INS-01-222-18.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q00176,W007,train,V10,stale,"If the index still contains V08 for INS-01-222, can it safely answer a current question about coverage? Benchmark case TRAIN-INS-01-222-19.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q00177,W007,train,V01,conflict,"If an older security snapshot disagrees with the latest INS-01-222 release about renewal, which source should govern the answer? Benchmark case TRAIN-INS-01-222-20.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
